标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
啊啊啊啊啊啊 ,非敏感,转发,10/12/2020 11:53,@NBA #湖人总冠军# 【湖人夺冠捧杯合影】坎坷的NBA2019-20赛季终于在今天正式落幕！洛杉矶湖人，在新王詹姆斯和浓眉的带领下时隔十年夺得了他们队史的第17次总冠军！球迷们等待了一个赛季，终于可以大声地喊出那句起源于至暗时刻的五个大字——湖人总冠军！这一刻，紫金王朝历史的无上荣光，科比的曼巴精神，从LA斯台普斯球馆来到奥兰多的园区场馆，与场上欢呼的湖人众将遥相呼应！十年时光，从24到23，不变的是那份紫金精神！#NBA总决赛#  http://t.cn/A6baf1a7,普通,江苏,苏州,女,啊啊啊啊啊啊 【原微博】 @NBA #湖人总冠军# 【湖人夺冠捧杯合影】坎坷的NBA2019-20赛季终于在今天正式落幕！洛杉矶湖人，在新王詹姆斯和浓眉的带领下时隔十年夺得了他们队史的第17次总冠军！球迷们等待了一个赛季，终于可以大声地喊出那句起源于至暗时刻的五个大字——湖人总冠军！这一刻，紫金王朝历史的无上荣光，科比的曼巴精神，从LA斯台普斯球馆来到奥兰多的园区场馆，与场上欢呼的湖人众将遥相呼应！十年时光，从24到23，不变的是那份紫金精神！#NBA总决赛#  http://t.cn/A6baf1a7,6,4,0,0,0,湖人总冠军;NBA总决赛,愤怒,其他, ,c60bd42250fad70be5388f29ed8050f5,71d4f9bba1290c7fb8ee0d2eab8cb368,4e2e38289f1988a7b94b5b1b12b110aa,17d09e6d845bb90474d40dbc09fc87dc,4e2e38289f1988a7b94b5b1b12b110aa,17d09e6d845bb90474d40dbc09fc87dc,,0
//@老刀99:应该是《破坏之王》[二哈] http://t.cn/A6b9r5Uy //@章鱼丸718:让我想起了喜剧之王买张学友演唱会门票大喊我爱黎明的老大爷 ,非敏感,转发,10/14/2020 19:23,@湖人之声 洛杉矶街头一男子因为辱骂科比而遭到群殴！#湖人总冠军##NBA吐槽大会##NBA# http://t.cn/A6b9AWXX ??,达人,辽宁, ,男,//@老刀99:应该是《破坏之王》[二哈] http://t.cn/A6b9r5Uy //@章鱼丸718:让我想起了喜剧之王买张学友演唱会门票大喊我爱黎明的老大爷 【原微博】 @湖人之声 洛杉矶街头一男子因为辱骂科比而遭到群殴！#湖人总冠军##NBA吐槽大会##NBA# http://t.cn/A6b9AWXX ??,360,58168,0,0,0,湖人总冠军;NBA吐槽大会;NBA,悲伤,其他, ,c57b33d46712d9fda6e8aac35a09fd2f,7a68a8fb0270df95ff522ae5453a3b2c,a40cd9f4f23cd2e9677785b6c06e5108,8f35685122fde9d01bd76d87078fbfc5,a1f86717f26ae7fa92e5350ed262e072,8ef47ec08e9d12481fa20d49031659f5,,0
[泪]《王俊凯-突然好想你》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,8/29/2020 8:28,@腾讯电竞 周杰伦、@TFBOYS-王俊凯 成为英雄联盟中国区品牌代言人[给力][给力]这波啊，这波起飞了兄弟们[doge][赞]#英雄联盟9周年明星赛##王俊凯是电竞男主吧# ??,普通,江苏,泰州,男,[泪]《王俊凯-突然好想你》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @腾讯电竞 周杰伦、@TFBOYS-王俊凯 成为英雄联盟中国区品牌代言人[给力][给力]这波啊，这波起飞了兄弟们[doge][赞]#英雄联盟9周年明星赛##王俊凯是电竞男主吧# ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟9周年明星赛;王俊凯[超话];王俊凯是电竞男主吧,悲伤,其他,"[http://wx4.sinaimg.cn/bmiddle/006CfNBrly1gi6rwq08qoj31hb0u04qs.jpg""]""",c45d39565adc1d635e0cf75a2c4ffac2,97abbeb713a06a2c175a908b0806fbb3,8af8d3f4ad39f15cd9e7669301c0696a,269c49e04def7d512656165148340acb,135fe67e011224b620ba5c294855d06d,92b1bf9a7e1096c42e11e50bec75eea4,,1
[嘘][嘘]《王俊凯-方圆几里》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/4/2020 22:19,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[嘘][嘘]《王俊凯-方圆几里》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,cdaaef8cc06eed8a5dd839567ba9a7e8,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[舔屏][舔屏]《王俊凯-红玫瑰》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/5/2020 0:42,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[舔屏][舔屏]《王俊凯-红玫瑰》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,3481cc20c55acc981d7d235e077c6fe9,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[嘘]《王俊凯-有何不可》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/5/2020 5:20,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[嘘]《王俊凯-有何不可》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,0e4ed957a89e58fd5edffd9560df83ef,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[允悲][允悲]《王俊凯-意外》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/5/2020 16:55,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[允悲][允悲]《王俊凯-意外》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,惊奇,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,cc24a229df532d32b264e15dfe3856fe,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[鼓掌][鼓掌]《王俊凯-不要说话》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/5/2020 19:25,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[鼓掌][鼓掌]《王俊凯-不要说话》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,edaf5bd0018a2f50a7d15c1fb162caaf,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[右哼哼]《王俊凯-意外》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/6/2020 0:14,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[右哼哼]《王俊凯-意外》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,惊奇,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,ae911764cca15cde2a3b74b3fb7bfc79,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[酷]《王俊凯-有何不可》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/6/2020 2:35,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[酷]《王俊凯-有何不可》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,a3db88938e5a0d74f62678f487248492,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[泪][泪]《王俊凯-继续》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/6/2020 4:53,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[泪][泪]《王俊凯-继续》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,悲伤,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,6485af2ec6099ae83b7d34a1e48c7a81,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
[色][色]《王俊凯-星空物语》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 ,非敏感,转发,9/6/2020 7:11,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,普通,江苏,泰州,男,[色][色]《王俊凯-星空物语》#王俊凯[超话]#  #王俊凯新歌生长#  从开始到未来，只为王俊凯。@TFBOYS-王俊凯 【原微博】 @英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??,0,1852,0,0,0,王俊凯新歌生长;英雄联盟代言人;王俊凯至臻EZ单杀MLXG;王俊凯[超话];英雄联盟9周年;英雄联盟灵能特工皮肤,喜悦,其他, ,c45d39565adc1d635e0cf75a2c4ffac2,6121478e09c09ce259b645f9e325383d,24b45e4221fc974108382db747de8114,3e02f8e60e16b3c7cd3132a4266c2fe3,5ec92d39bbc2aa67081514f2ea2c77cf,92b1bf9a7e1096c42e11e50bec75eea4,,1
#蔡徐坤助阵乘风破浪的姐姐成团夜# #蔡徐坤成团夜见证官# [鼓掌] ,非敏感,转发,9/4/2020 0:43,@新浪综艺 #蔡徐坤成团夜见证官##姐姐成团之夜嘉宾阵容# 原创音乐制作人、公演舞台《情人》原唱@蔡徐坤 将以成团夜见证官身份助阵《乘风破浪的姐姐》成团之夜！ ??,普通,甘肃, ,女,#蔡徐坤助阵乘风破浪的姐姐成团夜# #蔡徐坤成团夜见证官# [鼓掌] 【原微博】 @新浪综艺 #蔡徐坤成团夜见证官##姐姐成团之夜嘉宾阵容# 原创音乐制作人、公演舞台《情人》原唱@蔡徐坤 将以成团夜见证官身份助阵《乘风破浪的姐姐》成团之夜！ ??,77,1368,0,0,0,蔡徐坤助阵乘风破浪的姐姐成团夜;蔡徐坤成团夜见证官;姐姐成团之夜嘉宾阵容,喜悦, ,"[http://wx4.sinaimg.cn/bmiddle/6ff51fefly1gid8m2w8s3j21jk2qse84.jpg""]""",c3cb0e087874c359b3a0bd5f0675867b,222fec8e96b936ef6f4f6db29c6fa0dc,963a791deef65c25e3b655b56d69edd8,8d033f93cc33eb4d0f6eb6e50dffd010,963a791deef65c25e3b655b56d69edd8,8d033f93cc33eb4d0f6eb6e50dffd010,,1
#蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤# ,非敏感,转发,9/4/2020 20:34,@芒果捞学长 蔡徐坤《情人》舞台蔡PD太撩人了！[憧憬]（魂穿舞蹈演员吧[doge]）#乘风破浪的姐姐成团之夜##乘风破浪的姐姐成团之夜节目单# http://t.cn/A64ffQoU ??,普通,甘肃, ,女,#蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤# 【原微博】 @芒果捞学长 蔡徐坤《情人》舞台蔡PD太撩人了！[憧憬]（魂穿舞蹈演员吧[doge]）#乘风破浪的姐姐成团之夜##乘风破浪的姐姐成团之夜节目单# http://t.cn/A64ffQoU ??,77,1368,0,0,0,乘风破浪的姐姐成团之夜节目单;乘风破浪的姐姐成团之夜;蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤,悲伤,其他, ,c3cb0e087874c359b3a0bd5f0675867b,65fff7f90ec46664525ce366fab67315,8751d592a9dd6e7f1500e1aeb34b7061,d40bfd5f44e301a16908f795dad4e133,8751d592a9dd6e7f1500e1aeb34b7061,d40bfd5f44e301a16908f795dad4e133,,1
#蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# ,非敏感,转发,9/4/2020 20:52,@吉良先生 #乘风破浪的姐姐成团之夜#，@蔡徐坤 作为见证官带来了改编版《情人》。每次舞台都不一样，这一次依然迷人、性感又帅气，真的非常认真了。#蔡徐坤成团夜见证官# ?#蔡徐坤[超话]# ??,普通,甘肃, ,女,#蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# 【原微博】 @吉良先生 #乘风破浪的姐姐成团之夜#，@蔡徐坤 作为见证官带来了改编版《情人》。每次舞台都不一样，这一次依然迷人、性感又帅气，真的非常认真了。#蔡徐坤成团夜见证官# ?#蔡徐坤[超话]# ??,77,1368,0,0,0,蔡徐坤[超话];蔡徐坤情人改编版舞台;蔡徐坤成团夜见证官;乘风破浪的姐姐成团之夜,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/001RczCOgy1giewhumuy3g60ns0da7wj02.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/001RczCOgy1giewhv02oeg60ns0dahdv02.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/001RczCOgy1giewhvoir7g60ns0da1l002.gif""&&&&""http://wx1.sinaimg.cn/bmiddle/001RczCOgy1giewhth1ucg60ns0dab2a02.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/001RczCOgy1giewhwhnk3g60ns0dakjn02.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/001RczCOgy1giewi13mgdg60ns0dae8602.gif""]""",c3cb0e087874c359b3a0bd5f0675867b,269fc52ddcb5e7ffc998532a39ea6f9c,b594250c9a1de36b6037dda67505bd40,07491fcc5c7ca8c5fe68b38d6bd2d910,b594250c9a1de36b6037dda67505bd40,07491fcc5c7ca8c5fe68b38d6bd2d910,,1
#蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台##蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# ,非敏感,转发,9/4/2020 20:55,@微博综艺 #蔡徐坤情人改编版舞台# #乘风破浪的姐姐成团之夜# 今晚《乘风破浪的姐姐》成团夜直播，@蔡徐坤 带来全新改编版《情人》舞台，迷幻音色中加入回声，塑造了声音的空间感，舞美设计利用多媒体幕布打造分屏式体验，改编后的《情人》更有代入感了！建议配合耳机食用更佳～ http://t.cn/A64fIZXB ??,普通,甘肃, ,女,#蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台##蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# #蔡徐坤情人改编版舞台# 【原微博】 @微博综艺 #蔡徐坤情人改编版舞台# #乘风破浪的姐姐成团之夜# 今晚《乘风破浪的姐姐》成团夜直播，@蔡徐坤 带来全新改编版《情人》舞台，迷幻音色中加入回声，塑造了声音的空间感，舞美设计利用多媒体幕布打造分屏式体验，改编后的《情人》更有代入感了！建议配合耳机食用更佳～ http://t.cn/A64fIZXB ??,77,1368,0,0,0,蔡徐坤情人改编版舞台;乘风破浪的姐姐成团之夜,中性,其他, ,c3cb0e087874c359b3a0bd5f0675867b,75162a2e1667ec5f1455e503a948f656,8481b6900cbd3710973d276ee2903377,381173ebfdb7b431b1600c4c1c95ddca,8481b6900cbd3710973d276ee2903377,381173ebfdb7b431b1600c4c1c95ddca,,1
